transaction_id,account_id,amount,currency,transaction_date,transaction_time,status,transaction_type,merchant_id,merchant_name,payment_method,country
TXN-00000221,ACC-7227,33.17,EUR,2023-01-28,15:00:00,completed,purchase,MERCH-115,Airbnb,debit_card,DE
TXN-00000222,ACC-9317,106.41,USD,2023-01-28,18:00:00,completed,purchase,MERCH-553,PayPal,wallet,AU
TXN-00000223,ACC-4851,779.91,USD,2023-01-28,21:00:00,completed,purchase,MERCH-973,Walmart,debit_card,GB
TXN-00000224,ACC-8393,1683.19,USD,2023-01-29,00:00:00,completed,purchase,MERCH-574,Uber,debit_card,US
TXN-00000225,ACC-7544,152.34,USD,2023-01-29,03:00:00,completed,withdrawal,MERCH-500,Amazon,wallet,US
TXN-00000226,ACC-6062,489.24,EUR,2023-01-29,06:00:00,pending,purchase,MERCH-691,Apple,wallet,AU
TXN-00000227,ACC-2615,313.08,EUR,2023-01-29,09:00:00,completed,purchase,MERCH-596,Amazon,bank_transfer,DE
TXN-00000228,ACC-6017,85.1,EUR,2023-01-29,12:00:00,completed,purchase,MERCH-446,Netflix,debit_card,GB
TXN-00000229,ACC-9111,277.6,GBP,2023-01-29,15:00:00,completed,purchase,MERCH-629,Stripe,wallet,AU
TXN-00000230,ACC-9860,1018.82,USD,2023-01-29,18:00:00,completed,refund,MERCH-102,Airbnb,credit_card,GB
TXN-00000231,ACC-5032,501.05,USD,2023-01-29,21:00:00,completed,refund,MERCH-319,Apple,bank_transfer,IN
TXN-00000232,ACC-3230,525.82,USD,2023-01-30,00:00:00,completed,purchase,MERCH-705,Netflix,bank_transfer,GB
TXN-00000233,ACC-7726,479.33,USD,2023-01-30,03:00:00,completed,purchase,MERCH-407,Apple,wallet,US
TXN-00000234,ACC-1683,52.81,USD,2023-01-30,06:00:00,refunded,purchase,MERCH-148,Airbnb,debit_card,GB
TXN-00000235,ACC-2359,248.85,USD,2023-01-30,09:00:00,completed,purchase,MERCH-211,Apple,wallet,GB
TXN-00000236,ACC-6056,407.05,USD,2023-01-30,12:00:00,completed,refund,MERCH-878,Amazon,credit_card,IN
TXN-00000237,ACC-9910,263.49,USD,2023-01-30,15:00:00,completed,purchase,MERCH-396,Uber,wallet,US
TXN-00000238,ACC-3958,3.77,EUR,2023-01-30,18:00:00,completed,purchase,MERCH-120,Stripe,credit_card,GB
TXN-00000239,ACC-4989,32.85,EUR,2023-01-30,21:00:00,completed,purchase,MERCH-755,Netflix,bank_transfer,IN
TXN-00000240,ACC-3900,821.07,INR,2023-01-31,00:00:00,failed,purchase,MERCH-576,Walmart,credit_card,GB
TXN-00000241,ACC-4964,496.33,GBP,2023-01-31,03:00:00,completed,purchase,MERCH-505,Amazon,wallet,DE
TXN-00000242,ACC-1063,474.13,EUR,2023-01-31,06:00:00,completed,purchase,MERCH-904,PayPal,wallet,DE
TXN-00000243,ACC-6351,755.78,USD,2023-01-31,09:00:00,pending,purchase,MERCH-382,Stripe,credit_card,AU
TXN-00000244,ACC-6365,424.44,EUR,2023-01-31,12:00:00,completed,purchase,MERCH-614,Walmart,wallet,AU
TXN-00000245,ACC-3839,1325.89,USD,2023-01-31,15:00:00,pending,transfer,MERCH-769,Amazon,debit_card,GB
TXN-00000246,ACC-3376,823.57,USD,2023-01-31,18:00:00,completed,purchase,MERCH-646,Walmart,bank_transfer,DE
TXN-00000247,ACC-7853,111.01,USD,2023-01-31,21:00:00,completed,purchase,MERCH-286,Netflix,credit_card,DE
TXN-00000248,ACC-2690,144.43,USD,2023-02-01,00:00:00,failed,purchase,MERCH-712,Stripe,credit_card,IN
TXN-00000249,ACC-1423,260.43,USD,2023-02-01,03:00:00,pending,purchase,MERCH-768,Walmart,credit_card,DE
TXN-00000250,ACC-1363,107.96,EUR,2023-02-01,06:00:00,pending,purchase,MERCH-210,Stripe,bank_transfer,US
TXN-00000251,ACC-8934,684.69,GBP,2023-02-01,09:00:00,completed,purchase,MERCH-248,Amazon,bank_transfer,GB
TXN-00000252,ACC-4278,67.53,GBP,2023-02-01,12:00:00,pending,purchase,MERCH-706,Airbnb,wallet,AU
TXN-00000253,ACC-1916,311.82,EUR,2023-02-01,15:00:00,completed,purchase,MERCH-206,Apple,credit_card,AU
TXN-00000254,ACC-8909,478.57,USD,2023-02-01,18:00:00,completed,purchase,MERCH-891,PayPal,bank_transfer,US
TXN-00000255,ACC-2337,312.78,USD,2023-02-01,21:00:00,completed,purchase,MERCH-198,Netflix,credit_card,IN
TXN-00000256,ACC-4029,103.25,EUR,2023-02-02,00:00:00,completed,purchase,MERCH-975,Apple,debit_card,GB
TXN-00000257,ACC-1186,239.92,USD,2023-02-02,03:00:00,completed,purchase,MERCH-703,Walmart,credit_card,US
TXN-00000258,ACC-7110,53.83,USD,2023-02-02,06:00:00,completed,purchase,MERCH-498,Stripe,credit_card,US
TXN-00000259,ACC-7293,255.48,USD,2023-02-02,09:00:00,completed,purchase,MERCH-341,Netflix,bank_transfer,IN
TXN-00000260,ACC-7808,283.15,INR,2023-02-02,12:00:00,pending,refund,MERCH-409,Apple,wallet,DE
TXN-00000261,ACC-3367,243.59,EUR,2023-02-02,15:00:00,failed,transfer,MERCH-772,Airbnb,bank_transfer,IN
TXN-00000262,ACC-3952,276.19,USD,2023-02-02,18:00:00,completed,purchase,MERCH-777,Uber,wallet,GB
TXN-00000263,ACC-9442,-98.7,EUR,2023-02-02,21:00:00,failed,purchase,MERCH-287,Airbnb,bank_transfer,DE
TXN-00000264,ACC-8393,1182.02,USD,2023-02-03,00:00:00,completed,purchase,MERCH-588,Netflix,credit_card,DE
TXN-00000265,ACC-1334,452.34,USD,2023-02-03,03:00:00,completed,purchase,MERCH-992,Amazon,debit_card,AU
TXN-00000266,ACC-7226,339.46,USD,2023-02-03,06:00:00,pending,purchase,MERCH-331,Amazon,wallet,GB
TXN-00000267,ACC-8313,379.49,USD,2023-02-03,09:00:00,completed,refund,MERCH-723,Amazon,credit_card,GB
TXN-00000268,ACC-6032,167.2,EUR,2023-02-03,12:00:00,completed,purchase,MERCH-254,Uber,credit_card,IN
TXN-00000269,ACC-6758,904.01,USD,2023-02-03,15:00:00,completed,purchase,MERCH-849,Uber,wallet,IN
TXN-00000270,ACC-1008,53.48,GBP,2023-02-03,18:00:00,completed,purchase,MERCH-253,Airbnb,credit_card,IN
TXN-00000271,ACC-1270,-14.94,USD,2023-02-03,21:00:00,pending,purchase,MERCH-367,PayPal,wallet,AU
TXN-00000272,ACC-1315,389.18,EUR,2023-02-04,00:00:00,completed,transfer,MERCH-512,Walmart,wallet,US
TXN-00000273,ACC-2430,304.78,EUR,2023-02-04,03:00:00,completed,purchase,MERCH-433,PayPal,bank_transfer,IN
TXN-00000274,ACC-9916,138.48,EUR,2023-02-04,06:00:00,completed,purchase,MERCH-252,PayPal,bank_transfer,IN
TXN-00000275,ACC-6708,1386.99,EUR,2023-02-04,09:00:00,completed,purchase,MERCH-676,Uber,credit_card,GB
TXN-00000276,ACC-8039,436.06,AUD,2023-02-04,12:00:00,completed,purchase,MERCH-117,Uber,debit_card,DE
TXN-00000277,ACC-3659,253.12,USD,2023-02-04,15:00:00,failed,purchase,MERCH-984,Walmart,wallet,AU
TXN-00000278,ACC-9437,548.42,EUR,2023-02-04,18:00:00,completed,purchase,MERCH-146,Walmart,wallet,IN
TXN-00000279,ACC-2790,61.91,EUR,2023-02-04,21:00:00,pending,purchase,MERCH-400,Amazon,debit_card,US
TXN-00000280,ACC-9119,145.95,USD,2023-02-05,00:00:00,completed,purchase,MERCH-935,Airbnb,wallet,US
TXN-00000281,ACC-1277,77.94,USD,2023-02-05,03:00:00,pending,refund,MERCH-239,Netflix,wallet,IN
TXN-00000282,ACC-1183,82.37,USD,2023-02-05,06:00:00,completed,purchase,MERCH-165,Walmart,credit_card,DE
TXN-00000283,ACC-1709,528.31,USD,2023-02-05,09:00:00,completed,purchase,MERCH-768,Walmart,bank_transfer,GB
TXN-00000284,ACC-8125,221.38,USD,2023-02-05,12:00:00,completed,refund,MERCH-165,Amazon,bank_transfer,GB
TXN-00000285,ACC-3317,287.15,USD,2023-02-05,15:00:00,completed,purchase,MERCH-908,Airbnb,bank_transfer,AU
TXN-00000286,ACC-5059,130.08,EUR,2023-02-05,18:00:00,pending,purchase,MERCH-505,Airbnb,wallet,US
TXN-00000287,ACC-5241,46.14,USD,2023-02-05,21:00:00,completed,transfer,MERCH-881,Airbnb,wallet,US
TXN-00000288,ACC-8105,105.62,GBP,2023-02-06,00:00:00,failed,purchase,MERCH-320,Amazon,bank_transfer,US
TXN-00000289,ACC-4138,109.33,USD,2023-02-06,03:00:00,completed,purchase,MERCH-226,Amazon,debit_card,AU
TXN-00000290,ACC-1060,329.62,EUR,2023-02-06,06:00:00,completed,purchase,MERCH-965,Amazon,wallet,IN
TXN-00000291,ACC-4477,455.9,USD,2023-02-06,09:00:00,completed,purchase,MERCH-785,Stripe,wallet,US
TXN-00000292,ACC-3593,1461.94,USD,2023-02-06,12:00:00,completed,purchase,MERCH-918,Airbnb,bank_transfer,GB
TXN-00000293,ACC-7577,781.37,,2023-02-06,15:00:00,completed,transfer,MERCH-387,Apple,bank_transfer,AU
TXN-00000294,ACC-7761,1598.63,EUR,2023-02-06,18:00:00,completed,purchase,MERCH-463,Amazon,credit_card,DE
TXN-00000295,ACC-1827,540.76,USD,2023-02-06,21:00:00,refunded,refund,MERCH-618,Apple,debit_card,GB
TXN-00000296,ACC-8136,3.88,INR,2023-02-07,00:00:00,completed,purchase,MERCH-503,Stripe,credit_card,GB
TXN-00000297,ACC-1634,40.51,USD,2023-02-07,03:00:00,completed,purchase,MERCH-318,Walmart,bank_transfer,US
TXN-00000298,ACC-6576,317.41,EUR,2023-02-07,06:00:00,completed,purchase,MERCH-437,Stripe,wallet,DE
TXN-00000299,ACC-4503,242.52,USD,2023-02-07,09:00:00,completed,purchase,MERCH-647,Netflix,credit_card,US
TXN-00000300,ACC-3711,87.17,EUR,2023-02-07,12:00:00,completed,purchase,MERCH-134,Walmart,wallet,GB
TXN-00000301,ACC-5348,90.92,USD,2023-02-07,15:00:00,completed,purchase,MERCH-402,PayPal,credit_card,GB
TXN-00000302,ACC-3792,472.79,USD,2023-02-07,18:00:00,completed,purchase,MERCH-363,Uber,credit_card,DE
TXN-00000303,ACC-8143,155.34,USD,2023-02-07,21:00:00,completed,purchase,MERCH-163,Airbnb,wallet,DE
TXN-00000304,ACC-9699,484.24,USD,2023-02-08,00:00:00,completed,purchase,MERCH-210,Amazon,credit_card,DE
TXN-00000305,ACC-8341,435.1,USD,2023-02-08,03:00:00,completed,purchase,MERCH-545,Apple,bank_transfer,GB
TXN-00000306,ACC-4952,179.6,AUD,2023-02-08,06:00:00,completed,purchase,MERCH-192,Airbnb,wallet,GB
TXN-00000307,ACC-5529,273.23,USD,2023-02-08,09:00:00,completed,purchase,MERCH-410,Airbnb,debit_card,GB
TXN-00000308,ACC-5023,-132.09,USD,2023-02-08,12:00:00,completed,purchase,MERCH-604,Amazon,credit_card,US
TXN-00000309,ACC-8141,332.79,AUD,2023-02-08,15:00:00,completed,purchase,MERCH-885,Uber,debit_card,DE
TXN-00000310,ACC-5970,918.66,USD,2023-02-08,18:00:00,pending,purchase,MERCH-188,PayPal,credit_card,IN
TXN-00000311,ACC-5212,525.37,USD,2023-02-08,21:00:00,completed,purchase,MERCH-490,Stripe,bank_transfer,IN
TXN-00000312,ACC-4685,350.47,EUR,2023-02-09,00:00:00,completed,purchase,MERCH-192,Walmart,wallet,AU
TXN-00000313,ACC-4375,485.21,INR,2023-02-09,03:00:00,completed,purchase,MERCH-485,PayPal,wallet,US
TXN-00000314,ACC-5973,190.76,EUR,2023-02-09,06:00:00,completed,purchase,MERCH-531,Airbnb,wallet,AU
TXN-00000315,ACC-7200,188.89,USD,2023-02-09,09:00:00,completed,purchase,MERCH-818,Amazon,wallet,DE
TXN-00000316,ACC-4890,52.43,AUD,2023-02-09,12:00:00,pending,transfer,MERCH-497,Walmart,wallet,GB
TXN-00000317,ACC-8259,170.11,USD,2023-02-09,15:00:00,failed,refund,MERCH-941,PayPal,wallet,DE
TXN-00000318,ACC-8439,276.61,AUD,2023-02-09,18:00:00,completed,purchase,MERCH-223,Walmart,bank_transfer,DE
TXN-00000319,ACC-4861,150.12,GBP,2023-02-09,21:00:00,completed,purchase,MERCH-147,Amazon,wallet,GB
TXN-00000320,ACC-9180,22.77,INR,2023-02-10,00:00:00,completed,purchase,MERCH-103,Netflix,debit_card,GB
TXN-00000321,ACC-2557,15.97,USD,2023-02-10,03:00:00,completed,withdrawal,MERCH-420,Uber,debit_card,AU
TXN-00000322,ACC-9388,125.0,USD,2023-02-10,06:00:00,completed,purchase,MERCH-273,Uber,wallet,US
TXN-00000323,ACC-3646,82.96,EUR,2023-02-10,09:00:00,completed,purchase,MERCH-182,Airbnb,debit_card,US
TXN-00000324,ACC-6078,216.94,USD,2023-02-10,12:00:00,completed,purchase,MERCH-312,PayPal,debit_card,DE
TXN-00000325,ACC-3551,319.88,USD,2023-02-10,15:00:00,completed,purchase,MERCH-976,Stripe,credit_card,AU
TXN-00000326,ACC-4978,311.99,INR,2023-02-10,18:00:00,completed,purchase,MERCH-819,Amazon,debit_card,IN
TXN-00000327,ACC-4060,73.11,EUR,2023-02-10,21:00:00,completed,purchase,MERCH-116,Amazon,bank_transfer,US
TXN-00000328,ACC-7346,524.29,USD,2023-02-11,00:00:00,completed,purchase,MERCH-922,Amazon,wallet,IN
TXN-00000329,ACC-1730,834.31,USD,2023-02-11,03:00:00,completed,purchase,MERCH-284,Netflix,credit_card,GB
TXN-00000330,ACC-8544,332.04,USD,2023-02-11,06:00:00,completed,transfer,MERCH-464,Apple,bank_transfer,AU
TXN-00000331,ACC-9133,279.32,USD,2023-02-11,09:00:00,completed,refund,MERCH-394,PayPal,wallet,DE
TXN-00000332,ACC-6066,74.82,USD,2023-02-11,12:00:00,pending,purchase,MERCH-464,Apple,wallet,GB
TXN-00000333,ACC-5924,9.83,GBP,2023-02-11,15:00:00,completed,purchase,MERCH-783,Amazon,wallet,DE
TXN-00000334,ACC-7299,471.13,EUR,2023-02-11,18:00:00,completed,purchase,MERCH-740,PayPal,credit_card,DE
TXN-00000335,ACC-2791,901.9,USD,2023-02-11,21:00:00,completed,transfer,MERCH-634,Apple,debit_card,DE
TXN-00000336,ACC-7746,1053.05,USD,2023-02-12,00:00:00,completed,purchase,MERCH-663,PayPal,wallet,GB
TXN-00000337,ACC-2967,18.89,EUR,2023-02-12,03:00:00,completed,purchase,MERCH-754,Stripe,wallet,IN
TXN-00000338,ACC-7086,389.1,GBP,2023-02-12,06:00:00,failed,transfer,MERCH-265,PayPal,bank_transfer,US
TXN-00000339,ACC-3749,220.13,INR,2023-02-12,09:00:00,completed,purchase,MERCH-455,Stripe,wallet,IN
TXN-00000340,ACC-7714,6.78,USD,2023-02-12,12:00:00,pending,purchase,MERCH-196,Walmart,bank_transfer,GB
TXN-00000341,ACC-8118,177.51,GBP,2023-02-12,15:00:00,completed,purchase,MERCH-733,Airbnb,credit_card,IN
TXN-00000342,ACC-2877,98.62,USD,2023-02-12,18:00:00,completed,purchase,MERCH-493,Netflix,wallet,AU
TXN-00000343,ACC-6556,260.59,USD,2023-02-12,21:00:00,completed,purchase,MERCH-672,Airbnb,credit_card,AU
TXN-00000344,ACC-5484,392.17,INR,2023-02-13,00:00:00,completed,purchase,MERCH-607,Airbnb,debit_card,IN
TXN-00000345,ACC-3646,257.91,USD,2023-02-13,03:00:00,completed,transfer,MERCH-345,Uber,credit_card,DE
TXN-00000346,ACC-6293,330.38,USD,2023-02-13,06:00:00,completed,purchase,MERCH-224,Apple,bank_transfer,US
TXN-00000347,ACC-9932,317.7,USD,2023-02-13,09:00:00,completed,refund,MERCH-974,PayPal,credit_card,IN
TXN-00000348,ACC-1022,0.41,USD,2023-02-13,12:00:00,completed,purchase,MERCH-363,Airbnb,bank_transfer,DE
TXN-00000349,ACC-9610,1187.03,USD,2023-02-13,15:00:00,completed,purchase,MERCH-198,PayPal,wallet,DE
TXN-00000350,ACC-8702,545.6,EUR,2023-02-13,18:00:00,completed,transfer,MERCH-375,Walmart,wallet,AU
TXN-00000351,ACC-5763,10.13,USD,2023-02-13,21:00:00,completed,purchase,MERCH-911,Stripe,debit_card,IN
TXN-00000352,ACC-6489,88.04,USD,2023-02-14,00:00:00,completed,purchase,MERCH-334,Apple,wallet,AU
TXN-00000353,ACC-4322,92.78,INR,2023-02-14,03:00:00,completed,purchase,MERCH-987,Netflix,debit_card,AU
TXN-00000354,ACC-2162,41.06,USD,2023-02-14,06:00:00,completed,purchase,MERCH-514,Stripe,bank_transfer,IN
TXN-00000355,ACC-6142,27.59,INR,2023-02-14,09:00:00,completed,transfer,MERCH-874,Apple,bank_transfer,US
TXN-00000356,ACC-8346,242.1,USD,2023-02-14,12:00:00,completed,purchase,MERCH-687,Apple,credit_card,GB
TXN-00000357,ACC-3079,40.6,EUR,2023-02-14,15:00:00,completed,purchase,MERCH-139,PayPal,credit_card,DE
TXN-00000358,ACC-7452,491.93,USD,2023-02-14,18:00:00,completed,purchase,MERCH-557,PayPal,credit_card,IN
TXN-00000359,ACC-7731,243.63,GBP,2023-02-14,21:00:00,completed,purchase,MERCH-474,Apple,wallet,AU
TXN-00000360,ACC-7823,88.45,USD,2023-02-15,00:00:00,completed,purchase,MERCH-281,Apple,wallet,AU
TXN-00000361,ACC-4059,456.79,INR,2023-02-15,03:00:00,completed,purchase,MERCH-594,Walmart,debit_card,US
TXN-00000362,ACC-4527,395.26,USD,2023-02-15,06:00:00,completed,refund,MERCH-192,Amazon,wallet,AU
TXN-00000363,ACC-4745,1001.31,EUR,2023-02-15,09:00:00,failed,purchase,MERCH-727,Uber,credit_card,GB
TXN-00000364,ACC-8686,60.56,USD,2023-02-15,12:00:00,pending,refund,MERCH-838,Apple,wallet,AU
TXN-00000365,ACC-9103,51.29,USD,2023-02-15,15:00:00,completed,purchase,MERCH-183,Stripe,credit_card,IN
TXN-00000366,ACC-4725,56.24,USD,2023-02-15,18:00:00,completed,purchase,MERCH-530,Walmart,credit_card,IN
TXN-00000367,ACC-9728,154.98,USD,2023-02-15,21:00:00,completed,purchase,MERCH-688,Airbnb,wallet,US
TXN-00000368,ACC-6134,644.35,USD,2023-02-16,00:00:00,pending,purchase,MERCH-155,Uber,debit_card,US
TXN-00000369,ACC-4465,1113.7,EUR,2023-02-16,03:00:00,completed,purchase,MERCH-450,Uber,debit_card,IN
TXN-00000370,ACC-1005,316.79,USD,2023-02-16,06:00:00,completed,purchase,MERCH-332,Amazon,wallet,IN
TXN-00000371,ACC-6499,584.28,USD,2023-02-16,09:00:00,completed,purchase,MERCH-135,Netflix,debit_card,IN
TXN-00000372,ACC-6803,1458.04,USD,2023-02-16,12:00:00,completed,transfer,MERCH-822,Airbnb,wallet,US
TXN-00000373,ACC-9714,11.08,USD,2023-02-16,15:00:00,completed,purchase,MERCH-499,Apple,credit_card,IN
TXN-00000374,ACC-7462,842.84,USD,2023-02-16,18:00:00,pending,purchase,MERCH-775,Stripe,credit_card,US
TXN-00000375,ACC-1267,132.15,EUR,2023-02-16,21:00:00,failed,withdrawal,MERCH-627,Uber,debit_card,US
TXN-00000376,ACC-6103,3.86,USD,2023-02-17,00:00:00,completed,purchase,MERCH-887,Apple,bank_transfer,IN
TXN-00000377,ACC-7684,174.33,INR,2023-02-17,03:00:00,completed,refund,MERCH-996,Amazon,credit_card,DE
TXN-00000378,ACC-5468,1000.56,USD,2023-02-17,06:00:00,completed,purchase,MERCH-641,Walmart,credit_card,DE
TXN-00000379,ACC-4863,182.08,USD,2023-02-17,09:00:00,completed,refund,MERCH-416,Netflix,bank_transfer,AU
TXN-00000380,ACC-8288,248.15,INR,2023-02-17,12:00:00,completed,purchase,MERCH-480,Netflix,debit_card,AU
TXN-00000381,ACC-6501,95.62,USD,2023-02-17,15:00:00,completed,purchase,MERCH-842,Stripe,debit_card,GB
TXN-00000382,ACC-7131,1.29,USD,2023-02-17,18:00:00,pending,purchase,MERCH-483,Stripe,credit_card,DE
TXN-00000383,ACC-5176,836.31,AUD,2023-02-17,21:00:00,refunded,purchase,MERCH-567,Walmart,credit_card,US
TXN-00000384,ACC-3502,300.2,INR,2023-02-18,00:00:00,completed,purchase,MERCH-274,Uber,credit_card,AU
TXN-00000385,ACC-5671,24.24,EUR,2023-02-18,03:00:00,completed,withdrawal,MERCH-990,Netflix,bank_transfer,GB
TXN-00000386,ACC-9630,348.78,USD,2023-02-18,06:00:00,completed,purchase,MERCH-685,Amazon,credit_card,DE
TXN-00000387,ACC-6423,95.33,EUR,2023-02-18,09:00:00,completed,purchase,MERCH-396,Airbnb,credit_card,AU
TXN-00000388,ACC-7364,20.14,AUD,2023-02-18,12:00:00,completed,transfer,MERCH-625,Uber,wallet,DE
TXN-00000389,ACC-2117,163.2,INR,2023-02-18,15:00:00,completed,purchase,MERCH-460,Amazon,debit_card,AU
TXN-00000390,ACC-9890,618.63,USD,2023-02-18,18:00:00,completed,purchase,MERCH-239,Netflix,bank_transfer,US
TXN-00000391,ACC-3202,731.08,USD,2023-02-18,21:00:00,pending,purchase,MERCH-886,Airbnb,debit_card,US
TXN-00000392,ACC-9740,-433.77,USD,2023-02-19,00:00:00,completed,purchase,MERCH-896,Apple,wallet,DE
TXN-00000393,ACC-5011,365.14,USD,2023-02-19,03:00:00,completed,purchase,MERCH-850,Apple,wallet,IN
TXN-00000394,ACC-9269,90.0,EUR,2023-02-19,06:00:00,completed,purchase,MERCH-431,Amazon,debit_card,US
TXN-00000395,ACC-9025,55.34,USD,2023-02-19,09:00:00,refunded,purchase,MERCH-330,Walmart,bank_transfer,DE
TXN-00000396,ACC-7797,586.68,USD,2023-02-19,12:00:00,completed,purchase,MERCH-144,PayPal,debit_card,US
TXN-00000397,ACC-9246,158.66,USD,2023-02-19,15:00:00,completed,purchase,MERCH-757,Uber,wallet,AU
TXN-00000398,ACC-6484,-919.58,USD,2023-02-19,18:00:00,completed,purchase,MERCH-394,Walmart,debit_card,US
TXN-00000399,ACC-8638,280.69,USD,2023-02-19,21:00:00,completed,purchase,MERCH-902,Netflix,wallet,IN
TXN-00000400,ACC-2549,446.31,USD,2023-02-20,00:00:00,refunded,purchase,MERCH-882,Walmart,bank_transfer,AU
TXN-00000401,ACC-1632,364.23,USD,2023-02-20,03:00:00,completed,purchase,MERCH-215,Netflix,bank_transfer,IN
TXN-00000402,ACC-5889,227.53,AUD,2023-02-20,06:00:00,failed,purchase,MERCH-924,Walmart,debit_card,DE
TXN-00000403,ACC-8287,4.04,USD,2023-02-20,09:00:00,completed,purchase,MERCH-226,Uber,wallet,DE
TXN-00000404,ACC-7887,49.77,USD,2023-02-20,12:00:00,completed,purchase,MERCH-540,Uber,bank_transfer,AU
TXN-00000405,ACC-5750,81.52,USD,2023-02-20,15:00:00,completed,transfer,MERCH-526,Airbnb,wallet,IN
TXN-00000406,ACC-5687,25.2,USD,2023-02-20,18:00:00,completed,purchase,MERCH-959,Netflix,wallet,AU
TXN-00000407,ACC-6487,47.59,USD,2023-02-20,21:00:00,completed,purchase,MERCH-690,Apple,credit_card,IN
TXN-00000408,ACC-8813,283.11,USD,2023-02-21,00:00:00,completed,purchase,MERCH-886,Walmart,wallet,AU
TXN-00000409,ACC-8575,316.2,USD,2023-02-21,03:00:00,completed,purchase,MERCH-635,Walmart,wallet,DE
TXN-00000410,ACC-1986,429.94,USD,2023-02-21,06:00:00,pending,refund,MERCH-841,Netflix,credit_card,US
TXN-00000411,ACC-6361,71.0,EUR,2023-02-21,09:00:00,refunded,transfer,MERCH-866,Netflix,wallet,DE
TXN-00000412,ACC-4428,548.79,USD,2023-02-21,12:00:00,completed,transfer,MERCH-872,Airbnb,bank_transfer,AU
TXN-00000413,ACC-8193,81.19,USD,2023-02-21,15:00:00,completed,purchase,MERCH-470,Amazon,debit_card,US
TXN-00000414,ACC-5553,7.26,EUR,2023-02-21,18:00:00,pending,purchase,MERCH-443,Apple,credit_card,AU
TXN-00000415,ACC-9921,172.8,USD,2023-02-21,21:00:00,completed,purchase,MERCH-985,Stripe,debit_card,US
TXN-00000416,ACC-4890,70.25,USD,2023-02-22,00:00:00,pending,purchase,MERCH-780,PayPal,credit_card,AU
TXN-00000417,ACC-7111,312.44,USD,2023-02-22,03:00:00,completed,purchase,MERCH-924,PayPal,bank_transfer,DE
TXN-00000418,ACC-1977,890.81,USD,2023-02-22,06:00:00,completed,purchase,MERCH-619,Apple,bank_transfer,US
TXN-00000419,ACC-9390,200.85,USD,2023-02-22,09:00:00,completed,purchase,MERCH-935,Walmart,bank_transfer,DE
TXN-00000420,ACC-2381,868.81,AUD,2023-02-22,12:00:00,completed,transfer,MERCH-746,Walmart,bank_transfer,US
TXN-00000421,ACC-4404,163.09,AUD,2023-02-22,15:00:00,completed,purchase,MERCH-767,Walmart,debit_card,IN
TXN-00000422,ACC-8537,9.36,AUD,2023-02-22,18:00:00,completed,purchase,MERCH-259,PayPal,bank_transfer,AU
TXN-00000423,ACC-9705,837.29,USD,2023-02-22,21:00:00,pending,transfer,MERCH-609,PayPal,wallet,GB
TXN-00000424,ACC-5358,223.01,USD,2023-02-23,00:00:00,refunded,purchase,MERCH-757,Stripe,credit_card,US
TXN-00000425,ACC-5362,677.41,USD,2023-02-23,03:00:00,completed,purchase,MERCH-784,Airbnb,debit_card,IN
TXN-00000426,ACC-1438,82.27,USD,2023-02-23,06:00:00,completed,purchase,MERCH-960,Apple,wallet,GB
TXN-00000427,ACC-9808,276.52,USD,2023-02-23,09:00:00,completed,purchase,MERCH-393,Netflix,wallet,US
TXN-00000428,ACC-1148,29.09,USD,2023-02-23,12:00:00,completed,purchase,MERCH-372,Stripe,wallet,IN
TXN-00000429,ACC-1234,325.75,USD,2023-02-23,15:00:00,completed,purchase,MERCH-971,Stripe,credit_card,GB
TXN-00000430,ACC-5260,175.32,USD,2023-02-23,18:00:00,pending,purchase,MERCH-986,Uber,debit_card,US
TXN-00000431,ACC-1032,574.69,USD,2023-02-23,21:00:00,completed,purchase,MERCH-261,Stripe,credit_card,GB
TXN-00000432,ACC-2479,327.69,EUR,2023-02-24,00:00:00,completed,purchase,MERCH-440,Apple,wallet,US
TXN-00000433,ACC-6648,342.49,USD,2023-02-24,03:00:00,completed,purchase,MERCH-952,Netflix,bank_transfer,AU
TXN-00000434,ACC-7345,156.16,INR,2023-02-24,06:00:00,completed,refund,MERCH-279,Stripe,credit_card,AU
TXN-00000435,ACC-3683,369.43,USD,2023-02-24,09:00:00,completed,purchase,MERCH-804,Netflix,credit_card,GB
TXN-00000436,ACC-8157,478.94,USD,2023-02-24,12:00:00,completed,purchase,MERCH-200,Stripe,bank_transfer,AU
TXN-00000437,ACC-6468,260.57,USD,2023-02-24,15:00:00,completed,purchase,MERCH-260,Netflix,wallet,IN
TXN-00000438,ACC-3054,617.47,USD,2023-02-24,18:00:00,completed,refund,MERCH-805,Apple,wallet,AU
TXN-00000439,ACC-7411,92.02,USD,2023-02-24,21:00:00,completed,purchase,MERCH-646,Walmart,wallet,US
TXN-00000440,ACC-6329,241.49,USD,2023-02-25,00:00:00,completed,purchase,MERCH-598,Uber,wallet,GB
TXN-00000441,ACC-8308,338.68,EUR,2023-02-25,03:00:00,completed,purchase,MERCH-870,Netflix,wallet,DE
TXN-00000442,ACC-2389,149.99,USD,2023-02-25,06:00:00,completed,purchase,MERCH-376,Apple,wallet,GB
TXN-00000443,ACC-3077,78.08,USD,2023-02-25,09:00:00,completed,purchase,MERCH-552,Airbnb,wallet,AU
TXN-00000444,ACC-3731,35.18,INR,2023-02-25,12:00:00,pending,purchase,MERCH-646,Amazon,debit_card,IN
